red	eCut	att
0.1426	4.73151e+19	7.21197e-05
0.1426	5.01187e+19	2.63276e-05
0.1426	5.30884e+19	0
0.1426	5.62341e+19	0
0.1426	5.95662e+19	0
0.1426	6.30957e+19	0
0.1426	6.68344e+19	0
0.1426	7.07946e+19	0
0.1426	7.49894e+19	0
0.1426	7.94328e+19	0
0.1426	8.41395e+19	0
0.1426	8.91251e+19	0
0.1426	9.44061e+19	0
0.1426	1e+20	0
0.1451	1e+19	0.310248
0.1451	1.05925e+19	0.305792
0.1451	1.12202e+19	0.301701
0.1451	1.1885e+19	0.297782
0.1451	1.25893e+19	0.294062
0.1451	1.33352e+19	0.289704
0.1451	1.41254e+19	0.285753
0.1451	1.49624e+19	0.281635
0.1451	1.58489e+19	0.277047
0.1451	1.6788e+19	0.271098
0.1451	1.77828e+19	0.264559
0.1451	1.88365e+19	0.255913
0.1451	1.99526e+19	0.244028
0.1451	2.11349e+19	0.229166
0.1451	2.23872e+19	0.210445
0.1451	2.37137e+19	0.187698
0.1451	2.51189e+19	0.1604
0.1451	2.66073e+19	0.130569
0.1451	2.81838e+19	0.0990424
0.1451	2.98538e+19	0.0700086
0.1451	3.16228e+19	0.0449175
0.1451	3.34965e+19	0.025953
0.1451	3.54813e+19	0.0130592
0.1451	3.75837e+19	0.00599081
0.1451	3.98107e+19	0.00227938
0.1451	4.21697e+19	0.000670161
0.1451	4.46684e+19	0.000197475
0.1451	4.73151e+19	4.80411e-05
0.1451	5.01187e+19	2.63061e-05
0.1451	5.30884e+19	0
0.1451	5.62341e+19	0
0.1451	5.95662e+19	0
0.1451	6.30957e+19	0
0.1451	6.68344e+19	0
0.1451	7.07946e+19	0
0.1451	7.49894e+19	0
0.1451	7.94328e+19	0
0.1451	8.41395e+19	0
0.1451	8.91251e+19	0
0.1451	9.44061e+19	0
0.1451	1e+20	0
0.1476	1e+19	0.302746
0.1476	1.05925e+19	0.298395
0.1476	1.12202e+19	0.294257
0.1476	1.1885e+19	0.290451
0.1476	1.25893e+19	0.286652
0.1476	1.33352e+19	0.282389
0.1476	1.41254e+19	0.278837
0.1476	1.49624e+19	0.2743
0.1476	1.58489e+19	0.269189
0.1476	1.6788e+19	0.263226
0.1476	1.77828e+19	0.256002
0.1476	1.88365e+19	0.24687
0.1476	1.99526e+19	0.234178
0.1476	2.11349e+19	0.218858
0.1476	2.23872e+19	0.199792
0.1476	2.37137e+19	0.176309
0.1476	2.51189e+19	0.148733
0.1476	2.66073e+19	0.118635
0.1476	2.81838e+19	0.0887201
0.1476	2.98538e+19	0.0611336
0.1476	3.16228e+19	0.0377692
0.1476	3.34965e+19	0.0210704
0.1476	3.54813e+19	0.0103971
0.1476	3.75837e+19	0.00459219
0.1476	3.98107e+19	0.00166016
0.1476	4.21697e+19	0.000520463
0.1476	4.46684e+19	0.000109686
0.1476	4.73151e+19	3.60187e-05
0.1476	5.01187e+19	1.31565e-05
0.1476	5.30884e+19	0
0.1476	5.62341e+19	0
0.1476	5.95662e+19	0
0.1476	6.30957e+19	0
0.1476	6.68344e+19	0
0.1476	7.07946e+19	0
0.1476	7.49894e+19	0
0.1476	7.94328e+19	0
0.1476	8.41395e+19	0
0.1476	8.91251e+19	0
0.1476	9.44061e+19	0
0.1476	1e+20	0
0.1501	1e+19	0.2958
0.1501	1.05925e+19	0.291431
0.1501	1.12202e+19	0.287453
0.1501	1.1885e+19	0.283539
0.1501	1.25893e+19	0.279577
0.1501	1.33352e+19	0.275544
0.1501	1.41254e+19	0.271491
0.1501	1.49624e+19	0.267096
0.1501	1.58489e+19	0.261659
0.1501	1.6788e+19	0.255559
0.1501	1.77828e+19	0.247955
0.1501	1.88365e+19	0.238366
0.1501	1.99526e+19	0.225064
0.1501	2.11349e+19	0.209032
0.1501	2.23872e+19	0.189136
0.1501	2.37137e+19	0.165028
0.1501	2.51189e+19	0.137243
0.1501	2.66073e+19	0.107189
0.1501	2.81838e+19	0.078218
0.1501	2.98538e+19	0.0522567
0.1501	3.16228e+19	0.0312459
0.1501	3.34965e+19	0.0168766
0.1501	3.54813e+19	0.00788406
0.1501	3.75837e+19	0.00342144
0.1501	3.98107e+19	0.00111328
0.1501	4.21697e+19	0.000360274
0.1501	4.46684e+19	6.5814e-05
0.1501	4.73151e+19	1.20081e-05
0.1501	5.01187e+19	1.31532e-05
0.1501	5.30884e+19	0
0.1501	5.62341e+19	0
0.1501	5.95662e+19	0
0.1501	6.30957e+19	0
0.1501	6.68344e+19	0
0.1501	7.07946e+19	0
0.1501	7.49894e+19	0
0.1501	7.94328e+19	0
0.1501	8.41395e+19	0
0.1501	8.91251e+19	0
0.1501	9.44061e+19	0
0.1501	1e+20	0
0.1526	1e+19	0.288757
0.1526	1.05925e+19	0.284471
0.1526	1.12202e+19	0.280512
0.1526	1.1885e+19	0.276809
0.1526	1.25893e+19	0.272596
0.1526	1.33352e+19	0.268599
0.1526	1.41254e+19	0.2643
0.1526	1.49624e+19	0.259845
0.1526	1.58489e+19	0.25406
0.1526	1.6788e+19	0.247619
0.1526	1.77828e+19	0.239745
0.1526	1.88365e+19	0.229156
0.1526	1.99526e+19	0.215664
0.1526	2.11349e+19	0.198939
0.1526	2.23872e+19	0.178342
0.1526	2.37137e+19	0.15416
0.1526	2.51189e+19	0.126392
0.1526	2.66073e+19	0.0966461
0.1526	2.81838e+19	0.0693015
0.1526	2.98538e+19	0.0451231
0.1526	3.16228e+19	0.0262499
0.1526	3.34965e+19	0.0136139
0.1526	3.54813e+19	0.00622624
0.1526	3.75837e+19	0.00252372
0.1526	3.98107e+19	0.000703209
0.1526	4.21697e+19	0.000210318
0.1526	4.46684e+19	4.39039e-05
0.1526	4.73151e+19	1.20246e-05
0.1526	5.01187e+19	1.31685e-05
0.1526	5.30884e+19	0
0.1526	5.62341e+19	0
0.1526	5.95662e+19	0
0.1526	6.30957e+19	0
0.1526	6.68344e+19	0
0.1526	7.07946e+19	0
0.1526	7.49894e+19	0
0.1526	7.94328e+19	0
0.1526	8.41395e+19	0
0.1526	8.91251e+19	0
0.1526	9.44061e+19	0
0.1526	1e+20	0
0.1551	1e+19	0.282013
0.1551	1.05925e+19	0.277949
0.1551	1.12202e+19	0.27413
0.1551	1.1885e+19	0.270187
0.1551	1.25893e+19	0.265755
0.1551	1.33352e+19	0.261931
0.1551	1.41254e+19	0.257759
0.1551	1.49624e+19	0.253135
0.1551	1.58489e+19	0.246964
0.1551	1.6788e+19	0.24029
0.1551	1.77828e+19	0.231981
0.1551	1.88365e+19	0.220904
0.1551	1.99526e+19	0.206881
0.1551	2.11349e+19	0.189354
0.1551	2.23872e+19	0.168247
0.1551	2.37137e+19	0.143264
0.1551	2.51189e+19	0.115323
0.1551	2.66073e+19	0.08675
0.1551	2.81838e+19	0.0604812
0.1551	2.98538e+19	0.0379725
0.1551	3.16228e+19	0.0213598
0.1551	3.34965e+19	0.0108593
0.1551	3.54813e+19	0.00471193
0.1551	3.75837e+19	0.00169064
0.1551	3.98107e+19	0.000511084
0.1551	4.21697e+19	0.000140004
0.1551	4.46684e+19	2.19296e-05
0.1551	4.73151e+19	1.20057e-05
0.1551	5.01187e+19	0
0.1551	5.30884e+19	0
0.1551	5.62341e+19	0
0.1551	5.95662e+19	0
0.1551	6.30957e+19	0
0.1551	6.68344e+19	0
0.1551	7.07946e+19	0
0.1551	7.49894e+19	0
0.1551	7.94328e+19	0
0.1551	8.41395e+19	0
0.1551	8.91251e+19	0
0.1551	9.44061e+19	0
0.1551	1e+20	0
0.1576	1e+19	0.275476
0.1576	1.05925e+19	0.271382
0.1576	1.12202e+19	0.267566
0.1576	1.1885e+19	0.263519
0.1576	1.25893e+19	0.259205
0.1576	1.33352e+19	0.255382
0.1576	1.41254e+19	0.251088
0.1576	1.49624e+19	0.246478
0.1576	1.58489e+19	0.240294
0.1576	1.6788e+19	0.232955
0.1576	1.77828e+19	0.224555
0.1576	1.88365e+19	0.212553
0.1576	1.99526e+19	0.198079
0.1576	2.11349e+19	0.17975
0.1576	2.23872e+19	0.158202
0.1576	2.37137e+19	0.132586
0.1576	2.51189e+19	0.104514
0.1576	2.66073e+19	0.0770396
0.1576	2.81838e+19	0.0526866
0.1576	2.98538e+19	0.0322417
0.1576	3.16228e+19	0.0175819
0.1576	3.34965e+19	0.00848104
0.1576	3.54813e+19	0.00357588
0.1576	3.75837e+19	0.00122282
0.1576	3.98107e+19	0.00036483
0.1576	4.21697e+19	8.99865e-05
0.1576	4.46684e+19	2.1912e-05
0.1576	4.73151e+19	1.19975e-05
0.1576	5.01187e+19	0
0.1576	5.30884e+19	0
0.1576	5.62341e+19	0
0.1576	5.95662e+19	0
0.1576	6.30957e+19	0
0.1576	6.68344e+19	0
0.1576	7.07946e+19	0
0.1576	7.49894e+19	0
0.1576	7.94328e+19	0
0.1576	8.41395e+19	0
0.1576	8.91251e+19	0
0.1576	9.44061e+19	0
0.1576	1e+20	0
0.1601	1e+19	0.269188
0.1601	1.05925e+19	0.264977
0.1601	1.12202e+19	0.261431
0.1601	1.1885e+19	0.257322
0.1601	1.25893e+19	0.253414
0.1601	1.33352e+19	0.249264
0.1601	1.41254e+19	0.244904
0.1601	1.49624e+19	0.239814
0.1601	1.58489e+19	0.233452
0.1601	1.6788e+19	0.225752
0.1601	1.77828e+19	0.216448
0.1601	1.88365e+19	0.20384
0.1601	1.99526e+19	0.188767
0.1601	2.11349e+19	0.170095
0.1601	2.23872e+19	0.147658
0.1601	2.37137e+19	0.12208
0.1601	2.51189e+19	0.0943847
0.1601	2.66073e+19	0.0680871
0.1601	2.81838e+19	0.0448641
0.1601	2.98538e+19	0.0267464
0.1601	3.16228e+19	0.0141221
0.1601	3.34965e+19	0.00642383
0.1601	3.54813e+19	0.0027386
0.1601	3.75837e+19	0.000839554
0.1601	3.98107e+19	0.000255246
0.1601	4.21697e+19	5.99802e-05
0.1601	4.46684e+19	2.18929e-05
0.1601	4.73151e+19	1.19834e-05
0.1601	5.01187e+19	0
0.1601	5.30884e+19	0
0.1601	5.62341e+19	0
0.1601	5.95662e+19	0
0.1601	6.30957e+19	0
0.1601	6.68344e+19	0
0.1601	7.07946e+19	0
0.1601	7.49894e+19	0
0.1601	7.94328e+19	0
0.1601	8.41395e+19	0
0.1601	8.91251e+19	0
0.1601	9.44061e+19	0
0.1601	1e+20	0
0.1626	1e+19	0.262732
0.1626	1.05925e+19	0.25879
0.1626	1.12202e+19	0.255071
0.1626	1.1885e+19	0.250925
0.1626	1.25893e+19	0.247175
0.1626	1.33352e+19	0.24288
0.1626	1.41254e+19	0.238591
0.1626	1.49624e+19	0.232911
0.1626	1.58489e+19	0.226466
0.1626	1.6788e+19	0.21852
0.1626	1.77828e+19	0.208311
0.1626	1.88365e+19	0.195467
0.1626	1.99526e+19	0.179593
0.1626	2.11349e+19	0.160412
0.1626	2.23872e+19	0.13758
0.1626	2.37137e+19	0.111484
0.1626	2.51189e+19	0.0845795
0.1626	2.66073e+19	0.0597496
0.1626	2.81838e+19	0.0385112
0.1626	2.98538e+19	0.0224003
0.1626	3.16228e+19	0.0110497
0.1626	3.34965e+19	0.00478773
0.1626	3.54813e+19	0.00201042
0.1626	3.75837e+19	0.000548542
0.1626	3.98107e+19	0.000200408
0.1626	4.21697e+19	4.99481e-05
0.1626	4.46684e+19	0
0.1626	4.73151e+19	0
0.1626	5.01187e+19	0
0.1626	5.30884e+19	0
0.1626	5.62341e+19	0
0.1626	5.95662e+19	0
0.1626	6.30957e+19	0
0.1626	6.68344e+19	0
0.1626	7.07946e+19	0
0.1626	7.49894e+19	0
0.1626	7.94328e+19	0
0.1626	8.41395e+19	0
0.1626	8.91251e+19	0
0.1626	9.44061e+19	0
0.1626	1e+20	0
0.1651	1e+19	0.256632
0.1651	1.05925e+19	0.252726
0.1651	1.12202e+19	0.249024
0.1651	1.1885e+19	0.245003
0.1651	1.25893e+19	0.24102
0.1651	1.33352e+19	0.236665
0.1651	1.41254e+19	0.231984
0.1651	1.49624e+19	0.226095
0.1651	1.58489e+19	0.219265
0.1651	1.6788e+19	0.210988
0.1651	1.77828e+19	0.200366
0.1651	1.88365e+19	0.186821
0.1651	1.99526e+19	0.170253
0.1651	2.11349e+19	0.150345
0.1651	2.23872e+19	0.127216
0.1651	2.37137e+19	0.101168
0.1651	2.51189e+19	0.075409
0.1651	2.66073e+19	0.0516986
0.1651	2.81838e+19	0.0326911
0.1651	2.98538e+19	0.0181553
0.1651	3.16228e+19	0.00881943
0.1651	3.34965e+19	0.00370035
0.1651	3.54813e+19	0.00150969
0.1651	3.75837e+19	0.00044868
0.1651	3.98107e+19	0.000200341
0.1651	4.21697e+19	3.9972e-05
0.1651	4.46684e+19	0
0.1651	4.73151e+19	0
0.1651	5.01187e+19	0
0.1651	5.30884e+19	0
0.1651	5.62341e+19	0
0.1651	5.95662e+19	0
0.1651	6.30957e+19	0
0.1651	6.68344e+19	0
0.1651	7.07946e+19	0
0.1651	7.49894e+19	0
0.1651	7.94328e+19	0
0.1651	8.41395e+19	0
0.1651	8.91251e+19	0
0.1651	9.44061e+19	0
0.1651	1e+20	0
0.1676	1e+19	0.250625
0.1676	1.05925e+19	0.246785
0.1676	1.12202e+19	0.242833
0.1676	1.1885e+19	0.238736
0.1676	1.25893e+19	0.234713
0.1676	1.33352e+19	0.230231
0.1676	1.41254e+19	0.225321
0.1676	1.49624e+19	0.219361
0.1676	1.58489e+19	0.212242
0.1676	1.6788e+19	0.203664
0.1676	1.77828e+19	0.192351
0.1676	1.88365e+19	0.178109
0.1676	1.99526e+19	0.160959
0.1676	2.11349e+19	0.140571
0.1676	2.23872e+19	0.116726
0.1676	2.37137e+19	0.0912334
0.1676	2.51189e+19	0.0664161
0.1676	2.66073e+19	0.0445621
0.1676	2.81838e+19	0.0273085
0.1676	2.98538e+19	0.01466
0.1676	3.16228e+19	0.00685299
0.1676	3.34965e+19	0.00291936
0.1676	3.54813e+19	0.00110793
0.1676	3.75837e+19	0.00035738
0.1676	3.98107e+19	0.000118463
0.1676	4.21697e+19	1.99934e-05
0.1676	4.46684e+19	0
0.1676	4.73151e+19	0
0.1676	5.01187e+19	0
0.1676	5.30884e+19	0
0.1676	5.62341e+19	0
0.1676	5.95662e+19	0
0.1676	6.30957e+19	0
0.1676	6.68344e+19	0
0.1676	7.07946e+19	0
0.1676	7.49894e+19	0
0.1676	7.94328e+19	0
0.1676	8.41395e+19	0
0.1676	8.91251e+19	0
0.1676	9.44061e+19	0
0.1676	1e+20	0
0.1701	1e+19	0.244779
0.1701	1.05925e+19	0.240931
0.1701	1.12202e+19	0.237115
0.1701	1.1885e+19	0.233049
0.1701	1.25893e+19	0.228739
0.1701	1.33352e+19	0.224351
0.1701	1.41254e+19	0.219122
0.1701	1.49624e+19	0.213052
0.1701	1.58489e+19	0.205581
0.1701	1.6788e+19	0.196384
0.1701	1.77828e+19	0.184412
0.1701	1.88365e+19	0.169622
0.1701	1.99526e+19	0.151977
0.1701	2.11349e+19	0.131125
0.1701	2.23872e+19	0.107068
0.1701	2.37137e+19	0.0822508
0.1701	2.51189e+19	0.0585583
0.1701	2.66073e+19	0.0385619
0.1701	2.81838e+19	0.0229525
0.1701	2.98538e+19	0.0117742
0.1701	3.16228e+19	0.00508558
0.1701	3.34965e+19	0.00203935
0.1701	3.54813e+19	0.000720155
0.1701	3.75837e+19	0.000224066
0.1701	3.98107e+19	6.36862e-05
0.1701	4.21697e+19	9.98163e-06
0.1701	4.46684e+19	0
0.1701	4.73151e+19	0
0.1701	5.01187e+19	0
0.1701	5.30884e+19	0
0.1701	5.62341e+19	0
0.1701	5.95662e+19	0
0.1701	6.30957e+19	0
0.1701	6.68344e+19	0
0.1701	7.07946e+19	0
0.1701	7.49894e+19	0
0.1701	7.94328e+19	0
0.1701	8.41395e+19	0
0.1701	8.91251e+19	0
0.1701	9.44061e+19	0
0.1701	1e+20	0
0.1726	1e+19	0.23877
0.1726	1.05925e+19	0.234862
0.1726	1.12202e+19	0.230673
0.1726	1.1885e+19	0.22689
0.1726	1.25893e+19	0.22265
0.1726	1.33352e+19	0.218067
0.1726	1.41254e+19	0.212631
0.1726	1.49624e+19	0.206497
0.1726	1.58489e+19	0.198803
0.1726	1.6788e+19	0.18868
0.1726	1.77828e+19	0.176233
0.1726	1.88365e+19	0.160979
0.1726	1.99526e+19	0.142555
0.1726	2.11349e+19	0.121105
0.1726	2.23872e+19	0.0973535
0.1726	2.37137e+19	0.073216
0.1726	2.51189e+19	0.0510436
0.1726	2.66073e+19	0.0324622
0.1726	2.81838e+19	0.0185958
0.1726	2.98538e+19	0.00915104
0.1726	3.16228e+19	0.00389103
0.1726	3.34965e+19	0.00154276
0.1726	3.54813e+19	0.000447648
0.1726	3.75837e+19	0.000166165
0.1726	3.98107e+19	4.55382e-05
0.1726	4.21697e+19	9.99191e-06
0.1726	4.46684e+19	0
0.1726	4.73151e+19	0
0.1726	5.01187e+19	0
0.1726	5.30884e+19	0
0.1726	5.62341e+19	0
0.1726	5.95662e+19	0
0.1726	6.30957e+19	0
0.1726	6.68344e+19	0
0.1726	7.07946e+19	0
0.1726	7.49894e+19	0
0.1726	7.94328e+19	0
0.1726	8.41395e+19	0
0.1726	8.91251e+19	0
0.1726	9.44061e+19	0
0.1726	1e+20	0
0.1751	1e+19	0.233227
0.1751	1.05925e+19	0.229291
0.1751	1.12202e+19	0.22507
0.1751	1.1885e+19	0.221127
0.1751	1.25893e+19	0.216789
0.1751	1.33352e+19	0.212154
0.1751	1.41254e+19	0.206416
0.1751	1.49624e+19	0.200057
0.1751	1.58489e+19	0.192046
0.1751	1.6788e+19	0.181455
0.1751	1.77828e+19	0.168356
0.1751	1.88365e+19	0.152304
0.1751	1.99526e+19	0.133821
0.1751	2.11349e+19	0.112007
0.1751	2.23872e+19	0.0882424
0.1751	2.37137e+19	0.0648005
0.1751	2.51189e+19	0.0442218
0.1751	2.66073e+19	0.0273236
0.1751	2.81838e+19	0.0149378
0.1751	2.98538e+19	0.00711308
0.1751	3.16228e+19	0.00304509
0.1751	3.34965e+19	0.00110653
0.1751	3.54813e+19	0.000303467
0.1751	3.75837e+19	0.000124604
0.1751	3.98107e+19	9.10399e-06
0.1751	4.21697e+19	0
0.1751	4.46684e+19	0
0.1751	4.73151e+19	0
0.1751	5.01187e+19	0
0.1751	5.30884e+19	0
0.1751	5.62341e+19	0
0.1751	5.95662e+19	0
0.1751	6.30957e+19	0
0.1751	6.68344e+19	0
0.1751	7.07946e+19	0
0.1751	7.49894e+19	0
0.1751	7.94328e+19	0
0.1751	8.41395e+19	0
0.1751	8.91251e+19	0
0.1751	9.44061e+19	0
0.1751	1e+20	0
0.1776	1e+19	0.227442
0.1776	1.05925e+19	0.223364
0.1776	1.12202e+19	0.219163
0.1776	1.1885e+19	0.215382
0.1776	1.25893e+19	0.211019
0.1776	1.33352e+19	0.206254
0.1776	1.41254e+19	0.200456
0.1776	1.49624e+19	0.193655
0.1776	1.58489e+19	0.185185
0.1776	1.6788e+19	0.174057
0.1776	1.77828e+19	0.160312
0.1776	1.88365e+19	0.143966
0.1776	1.99526e+19	0.124652
0.1776	2.11349e+19	0.102784
0.1776	2.23872e+19	0.0795676
0.1776	2.37137e+19	0.0571708
0.1776	2.51189e+19	0.0380137
0.1776	2.66073e+19	0.022877
0.1776	2.81838e+19	0.0122247
0.1776	2.98538e+19	0.00569427
0.1776	3.16228e+19	0.00227655
0.1776	3.34965e+19	0.000850764
0.1776	3.54813e+19	0.000227524
0.1776	3.75837e+19	6.64551e-05
0.1776	3.98107e+19	0
0.1776	4.21697e+19	0
0.1776	4.46684e+19	0
0.1776	4.73151e+19	0
0.1776	5.01187e+19	0
0.1776	5.30884e+19	0
0.1776	5.62341e+19	0
0.1776	5.95662e+19	0
0.1776	6.30957e+19	0
0.1776	6.68344e+19	0
0.1776	7.07946e+19	0
0.1776	7.49894e+19	0
0.1776	7.94328e+19	0
0.1776	8.41395e+19	0
0.1776	8.91251e+19	0
0.1776	9.44061e+19	0
0.1776	1e+20	0
0.1801	1e+19	0.221967
0.1801	1.05925e+19	0.217876
0.1801	1.12202e+19	0.213822
0.1801	1.1885e+19	0.210101
0.1801	1.25893e+19	0.205598
0.1801	1.33352e+19	0.200687
0.1801	1.41254e+19	0.19468
0.1801	1.49624e+19	0.18756
0.1801	1.58489e+19	0.178496
0.1801	1.6788e+19	0.16696
0.1801	1.77828e+19	0.15275
0.1801	1.88365e+19	0.136102
0.1801	1.99526e+19	0.116443
0.1801	2.11349e+19	0.0945533
0.1801	2.23872e+19	0.0720663
0.1801	2.37137e+19	0.0506048
0.1801	2.51189e+19	0.0324063
0.1801	2.66073e+19	0.0187981
0.1801	2.81838e+19	0.00968925
0.1801	2.98538e+19	0.00416109
0.1801	3.16228e+19	0.00158086
0.1801	3.34965e+19	0.000559686
0.1801	3.54813e+19	0.000151576
0.1801	3.75837e+19	3.31975e-05
0.1801	3.98107e+19	0
0.1801	4.21697e+19	0
0.1801	4.46684e+19	0
0.1801	4.73151e+19	0
0.1801	5.01187e+19	0
0.1801	5.30884e+19	0
0.1801	5.62341e+19	0
0.1801	5.95662e+19	0
0.1801	6.30957e+19	0
0.1801	6.68344e+19	0
0.1801	7.07946e+19	0
0.1801	7.49894e+19	0
0.1801	7.94328e+19	0
0.1801	8.41395e+19	0
0.1801	8.91251e+19	0
0.1801	9.44061e+19	0
0.1801	1e+20	0
0.1826	1e+19	0.216068
0.1826	1.05925e+19	0.211963
0.1826	1.12202e+19	0.208146
0.1826	1.1885e+19	0.204229
0.1826	1.25893e+19	0.199687
0.1826	1.33352e+19	0.194595
0.1826	1.41254e+19	0.188315
0.1826	1.49624e+19	0.180979
0.1826	1.58489e+19	0.171464
0.1826	1.6788e+19	0.159207
0.1826	1.77828e+19	0.144739
0.1826	1.88365e+19	0.127536
0.1826	1.99526e+19	0.107788
0.1826	2.11349e+19	0.0858014
0.1826	2.23872e+19	0.0637027
0.1826	2.37137e+19	0.0438996
0.1826	2.51189e+19	0.0273167
0.1826	2.66073e+19	0.0152912
0.1826	2.81838e+19	0.00739383
0.1826	2.98538e+19	0.00309724
0.1826	3.16228e+19	0.00114216
0.1826	3.34965e+19	0.000408367
0.1826	3.54813e+19	0.000129029
0.1826	3.75837e+19	2.49279e-05
0.1826	3.98107e+19	0
0.1826	4.21697e+19	0
0.1826	4.46684e+19	0
0.1826	4.73151e+19	0
0.1826	5.01187e+19	0
0.1826	5.30884e+19	0
0.1826	5.62341e+19	0
0.1826	5.95662e+19	0
0.1826	6.30957e+19	0
0.1826	6.68344e+19	0
0.1826	7.07946e+19	0
0.1826	7.49894e+19	0
0.1826	7.94328e+19	0
0.1826	8.41395e+19	0
0.1826	8.91251e+19	0
0.1826	9.44061e+19	0
0.1826	1e+20	0
0.1851	1e+19	0.211179
0.1851	1.05925e+19	0.206994
0.1851	1.12202e+19	0.203399
0.1851	1.1885e+19	0.199139
0.1851	1.25893e+19	0.194784
0.1851	1.33352e+19	0.189225
0.1851	1.41254e+19	0.182538
0.1851	1.49624e+19	0.17472
0.1851	1.58489e+19	0.16454
0.1851	1.6788e+19	0.152044
0.1851	1.77828e+19	0.136625
0.1851	1.88365e+19	0.119157
0.1851	1.99526e+19	0.0993146
0.1851	2.11349e+19	0.0773353
0.1851	2.23872e+19	0.0561701
0.1851	2.37137e+19	0.0379193
0.1851	2.51189e+19	0.0228668
0.1851	2.66073e+19	0.012261
0.1851	2.81838e+19	0.00577962
0.1851	2.98538e+19	0.00228566
0.1851	3.16228e+19	0.000798998
0.1851	3.34965e+19	0.000269112
0.1851	3.54813e+19	0.000113553
0.1851	3.75837e+19	0
0.1851	3.98107e+19	0
0.1851	4.21697e+19	0
0.1851	4.46684e+19	0
0.1851	4.73151e+19	0
0.1851	5.01187e+19	0
0.1851	5.30884e+19	0
0.1851	5.62341e+19	0
0.1851	5.95662e+19	0
0.1851	6.30957e+19	0
0.1851	6.68344e+19	0
0.1851	7.07946e+19	0
0.1851	7.49894e+19	0
0.1851	7.94328e+19	0
0.1851	8.41395e+19	0
0.1851	8.91251e+19	0
0.1851	9.44061e+19	0
0.1851	1e+20	0
0.1876	1e+19	0.206088
0.1876	1.05925e+19	0.201835
0.1876	1.12202e+19	0.197952
0.1876	1.1885e+19	0.193719
0.1876	1.25893e+19	0.189151
0.1876	1.33352e+19	0.183394
0.1876	1.41254e+19	0.17627
0.1876	1.49624e+19	0.168313
0.1876	1.58489e+19	0.157508
0.1876	1.6788e+19	0.144349
0.1876	1.77828e+19	0.128735
0.1876	1.88365e+19	0.110578
0.1876	1.99526e+19	0.0905926
0.1876	2.11349e+19	0.0693245
0.1876	2.23872e+19	0.049012
0.1876	2.37137e+19	0.0322826
0.1876	2.51189e+19	0.0189605
0.1876	2.66073e+19	0.00990322
0.1876	2.81838e+19	0.00440517
0.1876	2.98538e+19	0.00160217
0.1876	3.16228e+19	0.000560034
0.1876	3.34965e+19	0.000172651
0.1876	3.54813e+19	5.30291e-05
0.1876	3.75837e+19	0
0.1876	3.98107e+19	0
0.1876	4.21697e+19	0
0.1876	4.46684e+19	0
0.1876	4.73151e+19	0
0.1876	5.01187e+19	0
0.1876	5.30884e+19	0
0.1876	5.62341e+19	0
0.1876	5.95662e+19	0
0.1876	6.30957e+19	0
0.1876	6.68344e+19	0
0.1876	7.07946e+19	0
0.1876	7.49894e+19	0
0.1876	7.94328e+19	0
0.1876	8.41395e+19	0
0.1876	8.91251e+19	0
0.1876	9.44061e+19	0
0.1876	1e+20	0
0.1901	1e+19	0.200908
0.1901	1.05925e+19	0.196701
0.1901	1.12202e+19	0.192816
0.1901	1.1885e+19	0.188497
0.1901	1.25893e+19	0.183627
0.1901	1.33352e+19	0.177606
0.1901	1.41254e+19	0.170469
0.1901	1.49624e+19	0.161935
0.1901	1.58489e+19	0.150516
0.1901	1.6788e+19	0.137032
0.1901	1.77828e+19	0.120984
0.1901	1.88365e+19	0.102347
0.1901	1.99526e+19	0.0821774
0.1901	2.11349e+19	0.0620509
0.1901	2.23872e+19	0.0429916
0.1901	2.37137e+19	0.0274789
0.1901	2.51189e+19	0.0155971
0.1901	2.66073e+19	0.00762745
0.1901	2.81838e+19	0.00324879
0.1901	2.98538e+19	0.00117138
0.1901	3.16228e+19	0.000434282
0.1901	3.34965e+19	0.000110491
0.1901	3.54813e+19	3.02984e-05
0.1901	3.75837e+19	0
0.1901	3.98107e+19	0
0.1901	4.21697e+19	0
0.1901	4.46684e+19	0
0.1901	4.73151e+19	0
0.1901	5.01187e+19	0
0.1901	5.30884e+19	0
0.1901	5.62341e+19	0
0.1901	5.95662e+19	0
0.1901	6.30957e+19	0
0.1901	6.68344e+19	0
0.1901	7.07946e+19	0
0.1901	7.49894e+19	0
0.1901	7.94328e+19	0
0.1901	8.41395e+19	0
0.1901	8.91251e+19	0
0.1901	9.44061e+19	0
0.1901	1e+20	0
0.1926	1e+19	0.195625
0.1926	1.05925e+19	0.191473
0.1926	1.12202e+19	0.187528
0.1926	1.1885e+19	0.183154
0.1926	1.25893e+19	0.178052
0.1926	1.33352e+19	0.171856
0.1926	1.41254e+19	0.164431
0.1926	1.49624e+19	0.155346
0.1926	1.58489e+19	0.143508
0.1926	1.6788e+19	0.12965
0.1926	1.77828e+19	0.113158
0.1926	1.88365e+19	0.0942932
0.1926	1.99526e+19	0.0740686
0.1926	2.11349e+19	0.0544178
0.1926	2.23872e+19	0.0370177
0.1926	2.37137e+19	0.0227731
0.1926	2.51189e+19	0.0126293
0.1926	2.66073e+19	0.0060839
0.1926	2.81838e+19	0.0026
0.1926	2.98538e+19	0.000936265
0.1926	3.16228e+19	0.000277045
0.1926	3.34965e+19	7.59763e-05
0.1926	3.54813e+19	1.51488e-05
0.1926	3.75837e+19	0
